Timestamp,PPG_Raw,Acc_Norm,Motion_State,AC_Y,Upper_Th,Lower_Th
00:00:00.00,0.0,0.0,0,0.0,4921.875,-4921.875
00:00:00.01,75.32680552793272,0.0,0,37.66340276396636,4845.559193793187,-4844.382212456813
00:00:00.02,150.22558912075706,0.0,0,73.30096141136494,4770.992658912221,-4767.543412865123
00:00:00.03,224.2707609493812,0.0,0,106.90757069075119,4698.11632940876,-4691.380116247063
00:00:00.04,297.04158157703495,0.0,0,109.11615220046149,4626.413201639881,-4616.37236205257
00:00:00.05,368.124552684678,0.0,0,121.03717992470769,4556.016701300581,-4542.350337959175
00:00:00.06,437.11576665093287,0.0,0,137.7931776854723,4486.981958744095,-4469.223095527227
00:00:00.07,503.6232016357608,0.0,0,156.89478275740407,4419.3243466193035,-4396.940003679029
00:00:00.08,567.2689491267565,0.0,0,203.68951445090048,4353.455052366672,-4325.055167458249
00:00:00.09,627.6913612907005,0.0,0,247.04208824183394,4289.292349802222,-4253.616147837935
00:00:00.10,684.5471059286888,0.0,0,286.8204038304922,4226.753725646414,-4182.671826718116
00:00:00.11,737.513117358174,0.0,0,322.90695868163243,4165.756119912589,-4112.272158196245
00:00:00.12,786.2884321366189,0.0,0,373.55180034854226,4106.502927419401,-4042.1811588439828
00:00:00.13,830.5958991958125,0.0,0,419.0295048822142,4048.886155192258,-3972.474742223261
00:00:00.14,870.1837546695257,0.0,0,459.23388595805153,3992.797838485473,-3903.229294907928
00:00:00.15,904.8270524660196,0.0,0,494.0811099740407,3938.130389602482,-3834.521319831647
00:00:00.16,934.328942456612,0.0,0,523.5105529776629,3884.776954655219,-3766.4270718190014
00:00:00.17,958.5217890173758,0.0,0,547.485506682562,3832.6317757806464,-3699.0221877799145
00:00:00.18,977.2681235681936,0.0,0,565.9937305146658,3781.5905563233655,-3632.3813140565617
00:00:00.19,990.4614256966512,0.0,0,579.0478474547668,3731.5508264972937,-3566.577733407947
00:00:00.20,998.0267284282716,0.0,0,586.6855822869667,3682.4123070565074,-3501.6829941002143
00:00:00.21,999.921044203816,0.0,0,588.9698417149281,3634.077268535545,-3437.7665435406025
00:00:00.22,996.1336091431724,0.0,0,585.7519967550007,3586.447186163974,-3374.8990663484838
00:00:00.23,986.685944207868,0.0,0,577.1566106606707,3539.4270209217348,-3313.1481963952156
00:00:00.24,971.631732914674,0.0,0,564.042511936843,3492.936637968846,-3252.567091577527
00:00:00.25,951.0565162951536,0.0,0,546.0727478077318,3446.8918896850782,-3193.2133440871326
00:00:00.26,925.077206834458,0.0,0,523.431959224603,3401.2128282716335,-3135.140761222887
00:00:00.27,893.8414241512639,0.0,0,496.327202173095,3355.8239903638437,-3078.3990742948245
00:00:00.28,857.5266561936522,0.0,0,464.9869774727232,3310.6546620374197,-3023.0336672359567
00:00:00.28,816.3392507171841,0.0,0,429.66012840591355,3265.6391224494273,-2969.0853266790523
00:00:00.30,770.5132427757893,0.0,0,390.8512528669279,3220.7205619872007,-2916.586317623646
00:00:00.31,720.3090248879071,0.0,0,348.83439542033295,3175.8473406345934,-2865.564118982334
00:00:00.32,666.0118674342517,0.0,0,303.1901298533934,3130.962071716137,-2816.052333844276
00:00:00.33,607.9302976946053,0.0,0,254.73350844572866,3086.0210004150367,-2768.0713050584945
00:00:00.34,546.3943467342692,0.0,0,203.79434983838945,3040.9862089997764,-2721.6359042007307
00:00:00.35,481.7536741017152,0.0,0,150.71385502140149,2995.8257034688645,-2676.755439212885
00:00:00.36,414.3755809932843,0.0,0,95.8428047578079,2950.5134706765043,-2633.433591650843
00:00:00.37,344.6429231745171,0.0,0,39.539695763724,2905.0295054434923,-2591.6683840349906
00:00:00.38,272.95193551732547,0.0,0,-17.83117342450818,2859.35980733618,-2551.452177619202
00:00:00.39,199.70998051440705,0.0,0,-75.90165569611614,2813.4963469763,-2512.7717007141537
00:00:00.40,125.3332335643041,0.0,0,-134.30173631861828,2767.437001924817,-2475.6081075204734
00:00:00.41,50.244318179769664,0.0,0,-192.66153004937485,2721.1854623627205,-2439.9370672474874
00:00:00.42,-25.13009544333713,0.0,0,-250.61328278064954,2674.7511069698553,-2405.728883115193
00:00:00.43,-100.36171485121471,0.0,0,-307.7933660809715,2628.148849578436,-2372.9486406615333
00:00:00.44,-175.0230589752761,0.0,0,-363.8442530491237,2581.39895734988,-2341.5563846050895
00:00:00.45,-248.68988716485455,0.0,0,-418.41646401578373,2534.5268413910417,-2311.5073233458816
00:00:00.46,-320.9436098072095,0.0,0,-471.1704708110646,2487.562820887884,-2282.752060025025
00:00:00.47,-391.3736668372026,0.0,0,-521.7785485629328,2440.541861990215,-2255.2368489084297
00:00:00.48,-459.5798606214877,0.0,0,-569.926564300353,2393.5032928294245,-2228.9038757114286
00:00:00.49,-525.1746299612954,0.0,0,-615.3156920042866,2346.4904961913976,-2203.6915603410043
00:00:00.50,-587.785252292473,0.0,0,-657.6640441772962,2299.5505814981366,-2179.5348804009463
00:00:00.51,-647.0559615694443,0.0,0,-696.7082104860644,2252.7340378733834,-2156.3657136835263
00:00:00.52,-702.649969798849,0.0,0,-732.2046945679032,2206.0943701789884,-2134.1131977598448
00:00:00.53,-754.2513807361038,0.0,0,-763.9312406792867,2159.6877200093277,-2112.704104680461
00:00:00.54,-801.5669848708764,0.0,0,-791.6880424982689,2113.5724737201463,-2092.0632287088642
00:00:00.55,-844.3279255020153,0.0,0,-815.2988270697616,2067.808859645304,-2072.113784933253
00:00:00.56,-882.2912264349534,0.0,0,-834.6118075992318,2022.4585367196082,-2052.777816537409
00:00:00.57,-915.2411726209176,0.0,0,-849.5004995523717,1977.5841767778586,-2033.9766084595176
00:00:00.57,-942.9905358928644,0.0,0,-859.8643953014363,1933.2490428391195,-2015.6311051289226
00:00:00.59,-965.3816388332738,0.0,0,-865.6294933688172,1889.5165657108705,-1997.662329945171
00:00:00.60,-982.2872507286888,0.0,0,-866.7486791504252,1846.4499212599128,-1979.9918041515032
00:00:00.61,-993.6113105200084,0.0,0,-863.2019548508825,1804.1116106956815,-1962.541962756181
00:00:00.62,-999.2894726405892,0.0,0,-854.9965172245684,1762.5630461969276,-1945.2365651697496
00:00:00.63,-999.2894726405892,0.0,0,-842.166682586328,1721.8641441846892,-1928.0010982543836
00:00:00.64,-993.6113105200084,0.0,0,-824.063889163153,1682.0840186636292,-1910.752079362333
00:00:00.65,-982.2872507286888,0.0,0,-801.5211178322445,1643.2776884058812,-1893.4203455884253
00:00:00.66,-965.3816388332738,0.0,0,-775.3600724512642,1605.4864733924883,-1875.9506538206572
00:00:00.67,-942.9905358928644,0.0,0,-744.9728285921723,1568.7605467989779,-1858.279125301462
00:00:00.68,-915.2411726209176,0.0,0,-710.5230750301148,1533.1467402078983,-1840.3454370159723
00:00:00.69,-882.291226434953,0.0,0,-672.198033411058,1498.6882281201022,-1822.0931338346454
00:00:00.70,-844.327925502015,0.0,0,-630.2073719770336,1465.4242343685844,-1803.4699188056202
00:00:00.71,-801.5669848708766,0.0,0,-584.78199286755,1433.3897620680198,-1784.427919962838
00:00:00.72,-754.251380736104,0.0,0,-536.8824700969234,1402.6042584404424,-1764.935022308683
00:00:00.73,-702.6499697988496,0.0,0,-486.0328058859357,1373.0943043103427,-1744.9521751770776
